Sentiment,SentimentText
1,"ఆశిష్‌ రూ.31,279ల చెక్కును ఎమ్మెల్యే బొల్లం మల్లయ్యయాదవ్‌కు అందజేశారు. "
1,‘మేము కిడ్డీస్‌ బ్యాంకులో దాచుకున్న డబ్బును ఎమ్మెల్యే ద్వారా కేసీఆర్‌ తాతకు విరాళంగా పంపించాము. 
1,కరోనా కారణంగా ఉపాధి కోల్పోయి ఇబ్బంది పడుతున్న పేదల కోసం ఉపయోగించగలరు’ అంటూ చిన్నారులు మంత్రి కేటీఆర్‌కు ట్వీట్‌ చేశారు
1,". స్పందించిన కేటీఆర్‌ ‘గ్రేట్‌ జాబ్‌ రిషికేశ్‌, రిషిత, అక్షయ్‌, ఆశిష్‌.. మీ చిట్టి చేతులకు థ్యాంక్స్‌' అంటూ రీట్వీట్‌ చేశారు. "
0,సమాచారశాఖ ప్రధాన కార్యాలయ రీజనల్‌ ఇన్ఫర్మేషన్‌ ఇంజినీర్‌ సీవీ కృష్ణారెడ్డి తెలిపారు.
0,"సూర్యాపేట జిల్లా కోదాడకు చెందిన చిన్నారులు రిషికేశ్‌, రిషిత, అక్షయ్‌, "
0,"కడప జిల్లాకు చెందిన కేఎస్‌ఆర్‌ఎం కాలేజీ ఆఫ్‌ ఇంజినీర్స్‌ ఫ్రెండ్స్‌ అసోసియేషన్‌ నుంచి పూర్వవిద్యార్థులు తెలంగాణ, "
1,కరోనా కట్టడిలో మేముసైతం అంటూ తమ కిడ్డీస్‌ బ్యాంకు నుంచి ముఖ్యమంత్రి సహాయనిధికి విరాళమిచ్చిన చిన్నారులను మంత్రి కే తారకరామారావు అభినందించారు. 
0,ప్రపంచ దేశాలపై కరోనా విశ్వమారి పంజా కొనసాగుతున్నది. 
0,వైరస్‌ సోకిన వారి సంఖ్య మంగళవారం నాటికి పాతిక లక్షలు దాటింది. 
1,మొత్తం బాధితుల్లో దాదాపు 6.60 లక్షల మంది (26 శాతం) కోలుకున్నారు. 
0,గుజరాత్‌లో 2వేలు దాటిన కేసులు
0,"మరో 1.72 లక్షల మంది మృత్యువాతపడ్డారు. మరో 57, 550 మంది పరిస్థితి విషమంగా ఉన్నది. ప్రతి పది లక్షల జనాభాలో 321 మందికి వైరస్‌ సోకుతుండగా, 22 మంది చనిపోతున్నారు"
0,". గతవారం రోజుల గణాంకాల్ని పరిశీలిస్తే, సగటున రోజుకు ఏడు వేల మరణాలు, "
0,85 వేల కొత్త కేసులు నమోదవుతున్నాయి. 
0,గుజరాత్‌ కరోనా కేసులు రెండు వేలు దాటాయి. 
0,"మంగళవారం మధ్యాహ్నానికి కరోనా కేసుల సంఖ్య 2,178గా నమోదైంది. మృతుల సంఖ్య 90కు చేరుకొన్నది. "
1,కరోనా కేసులు అధికంగా నమోదైన సూర్యాపేటలో వ్యాధిని అదుపులోకి తెచ్చేందుకు రాష్ట్ర ప్రభుత్వం ప్రత్యేక అధికారిని నియమించింది.
0, పురపాలన విభాగం (సీడీఎంఏ)లో డిప్యూటీ డైరెక్టర్‌గా వ్యవహరిస్తున్న జీ వేణుగోపాల్‌రెడ్డిని ఆఫీసర్‌ 
1,". దీంతో ఆయన హైదరాబాద్‌ నుంచి హుటాహుటిన సూర్యాపేటకు బయలుదేరారు. వేణుగోపాల్‌రెడ్డి ఖమ్మం, కరీంనగర్‌ మున్సిపాల్టీలకు కమిషనర్‌గా పనిచేశారు. "
0,ఆన్‌ స్పెషల్‌ డ్యూటీ (ఓఎస్డీ)గా నియమిస్తూ పురపాలకశాఖ కార్యదర్శి సుదర్శన్‌రెడ్డి మంగళవారం ఉత్తర్వులు జారీచేశారు
1,నమస్తే తెలంగాణ: తెలంగాణ ప్రభుత్వం ముందస్తు చర్యలు పకడ్బందీగా చేపట్టడంతో రాష్ట్రంలో కరోనా వైరస్‌ వ్యాప్తి తక్కువగా ఉన్నదని అసెంబ్లీ స్పీకర్‌ పోచారం శ్రీనివాస్‌రెడ్డి చెప్పారు
1,. వైరస్‌ బారినపడినవారిలో 22 శాతం మంది ఇప్పటికే చికిత్సపొంది ఆరోగ్యవంతులుగా డిశ్చార్జి అయ్యారని తెలిపారు.
0," 2.44 శాతం మంది మాత్రమే మృతిచెందారని అన్నారు. కరోనా కట్టడికి రాష్ట్ర ప్రభుత్వాలు తీసుకుంటున్న చర్యలు, "
0,"కాన్ఫరెన్స్‌లో రాష్ట్రం నుంచి అసెంబ్లీ స్పీకర్‌ పోచారం, శాసనమండలి చైర్మన్‌ గుత్తా సుఖేందర్‌రెడ్డి"
0,"భవిష్యత్‌ సవాళ్లను ఎదుర్కోవడానికి చేపట్టాల్సిన అంశాలపై మంగళవారం దేశంలోని అన్ని రాష్ర్టాల శాసనసభ స్పీకర్లు, . "
0,", శాసనసభ కార్యదర్శి డాక్టర్‌ వీ నరసింహచార్యులు పాల్గొన్నారు. "
0,ఈ సందర్భంగా స్పీకర్‌ పోచారం  మాట్లాడుతూ.. 
1,శాసనమండలి చైర్మన్లతో ఢిల్లీ నుంచి లోక్‌సభ స్పీకర్‌ ఓంబిర్లా వీడియో కాన్ఫరెన్స్‌ నిర్వహించారు
0,"కరోనా మహమ్మారి నిర్మూలనకు అందరూ కలిసికట్టుగా కృషిచేయాల్సిన అవసరం ఉన్నదన్నారు. కరోనాపై అసెంబ్లీ బడ్జెట్‌ సమావేశాల్లో శాసనసభ, "
0,శాసనమండలిలో చర్చించామని తెలిపారు
1,. కరోనా రోగులకు చికిత్స అందిస్తున్నవారికి ప్రభుత్వం అన్ని రకాల పరికరాలను అందుబాటులో ఉంచిందని చెప్పారు
0,.  లాక్‌డౌన్‌ నేపథ్యంలో ఏ ఒక్కరూ ఆకలితో అలమటించవద్దని సీఎం కేసీఆర్‌.. 
1,"ఒక్కరికి 12 కిలోల చొప్పున బియ్యం, కుటుంబానికి రూ.1500 అందిస్తున్నట్టు చెప్పారు."
0," లాక్‌డౌన్‌ కారణంగా రాష్ట్ర ప్రభుత్వాల ఆదాయం పూర్తిగా తగ్గిపోయిందని, "
1,లోక్‌సభ స్పీకర్‌గా ప్రధానమంత్రితో ప్రత్యేకంగా మాట్లాడి రాష్ర్టాలకు అదనపు నిధులను మంజూరుచేయాలని పోచారం కోరారు.
,
1,"కరోనా బాధితులకు చికిత్స అందిస్తున్న వైద్యులు, సిబ్బందికి సరిపడా పర్సనల్‌ ప్రొటెక్టివ్‌ ఎక్విప్‌మెంట్‌ (పీపీఈ) కిట్లు అందుబాటులో ఉన్నాయని రాష్ట్ర ప్రభుత్వం హైకోర్టుకు తెలిపింది. "
1,"వైద్యులకు పీపీఈ కిట్లు, వలస కూలీలకు తగిన ఏర్పాట్లు, "
0,"ప్రజలకు నిత్యావసరాల సరఫరా తదితర అంశాలపై దాఖలైన పలు పిటిషన్లపై మంగళవారం చీఫ్‌ జస్టిస్‌ రాఘవేంద్రసింగ్‌ చౌహాన్‌, "
0,జస్టిస్‌ అభిషేక్‌రెడ్డి నేతృత్వంలోని ధర్మాసనం మంగళవారం విచారణ చేపట్టింది.
0, వీటిపై నివేదికను ప్రభుత్వం హైకోర్టుకు సమర్పించింది. 
1,"ఈ నెల 16నాటికి 2.62 లక్షల పీపీఈ కిట్లు అందుబాటు లో ఉన్నాయని, మరో 4 లక్షలు ఆయా సంస్థల నుంచి వస్తాయని, త్వరలో వీ టి సంఖ్య 10 లక్షలకు చేరుకోనున్న దని పేర్కొన్నది. "
1,వైరల్‌ ట్రాన్స్‌పోర్ట్‌ మీడియం (వీటీఎం) టెస్ట్‌ కిట్లు ప్రస్తుతం 79వేలు ఉన్నాయని తెలిపింది. 
1,"3.85 లక్షల ఆర్టీ కిట్లకు ఆర్డర్‌ ఇచ్చామని, ప్రస్తుతం 26 వేల కిట్లు ఉన్నాయని వివరించింది."
1," 61 వేల శాంపిల్‌ కలెక్షన్‌ కిట్లు, 18 వేల టెస్ట్‌కిట్లు, 3.53 లక్షల ఎన్‌95 మాస్కు లు ఉన్నాయని తెలిపింది. 600 వెంటిలేటర్ల కొనుగోళ్లకు ఆర్డర్‌ ఇచ్చినట్టు వెల్లడించింది. "
1,"నిత్యావసర సరుకులు, కూరగాయల ధరలు పెరుగకుండా కఠిన చర్యలు తీసుకొంటున్నట్టు అడ్వకేట్‌ జనరల్‌ బీఎస్‌ ప్రసాద్‌ హైకోర్టుకు తెలిపారు. "
1,షెల్టర్‌ హోంలలో ఉన్న దాదాపు 3 లక్షల మంది వలసకూలీలకు తగిన ఏర్పాట్లుచేసినట్టు వివరించారు. 
0,వాదనలు నమోదుచేసుకొన్న ధర్మాసనం.
0,. కూరగాయల ధరల పెరుగుదలపై క్షేత్రస్థాయిలో పరిశీలన జరిపి
0,", ఈ నెల 29 వరకు నివేదిక ఇవ్వాలని లీగల్‌ సర్వీసెస్‌ అథారిటీని ఆదేశించింది. తదుపరి విచారణను వచ్చే నెల 8కి వాయిదా వేసింది.న"
0,. ఈ విషయం పోలీసులకు తెలియడంతో.. 
1,అతనికి నిత్యావసరాలు అందించారు.
1, తనకు అందిన సరుకులను స్నేహితులకు చూపిస్తూ సోషల్‌ మీడియాలో పోస్ట్‌చేసిన వీడియో సంచలనం సృష్టించింది
1,". ‘పోలీసులు మునక్కాయలు, బియ్యం, కొత్తిమీర, పప్పు, టమాటా, ఉల్లిగడ్డ, గోధుమపిండి ఇచ్చారు. కేసీఆర్‌ తెలంగాణ సర్కార్‌ జిందాబాద్‌' అని ఆ కార్మికుడు వీడియోలో ఆనం దం వ్యక్తంచేశాడు."
1," ఈ వీడియోపై అన్ని వర్గాల నుంచి సర్కార్‌కు, సీఎం కేసీఆర్‌కు ప్రశంసలు అందుతున్నాయి. "
1,ఈ వీడియోను ఎంపీ సంతోష్‌కుమార్‌ ట్విట్టర్‌లో పోస్ట్‌చేశారు. ‘సమర్థమైన పాలనావ్యవస్థకు మానవత్వం కూడా తోడైతే ఫలితం ఇంత అద్భుతంగా కనిపిస్తుంది’ అని  పేర్కొన్నారు.
0,బీహార్‌కు చెందిన ఒక యువకుడికి పనిలేక తిం డిలేకపోయింది
1,"హైదరాబాద్‌, నమస్తే తెలంగాణ: టీఆర్‌ఎస్‌ ఎన్నారై విభాగం గల్ఫ్‌లోని వలస కార్మికులకు అండగా నిలిచింది."
1," టీఆర్‌ఎస్‌ ఎన్నారై కోఆర్డినేటర్‌ మహేశ్‌ బిగాల సొంత నిధులతో వందమంది కార్మికులకు నెలకు సరిపడా బియ్యం, పప్పు, ఉ ప్పు, చింతపండు, కారం, పసుపు, పచ్చళ్లు సమ కూర్చారు"
1,". వాటిని దుబాయ్‌ టీఆర్‌ఎస్‌ సభ్యుడు నరేశ్‌, గల్ఫ్‌ కార్మికుల రక్షణ సమితి సభ్యులు గుండెల్లి నరసింహ, శేఖర్‌గౌడ్‌వలస కార్మికులకు పంపిణీచేశారు"
0,". మంత్రి కేటీఆర్‌ పిలుపుమేరకు హైదరాబాద్‌లోని లహరి వృద్ధ, అనాథ శరణాలయం, మీర్జాలగూడ సెయింట్‌ ఆంథోని రాబర్ట్‌ వృద్ధాశ్రమం, "
1,"అల్వాల్‌ వేద పాఠశాలతోపాటు జవహర్‌నగర్‌, గచ్చిబౌలిలోని భవన నిర్మాణ కూలీలకు నిత్యావసరాలు పంపిణీ చేశారు. "
1,ఐడీఏ బొల్లారంలోని జైర్‌ సొసైటీ ఫర్‌ కేర్‌ ఫర్‌ స్పెషల్‌ చిల్డ్రన్స్‌కు అవసరమైన మందులు ఇచ్చారు. 
0,కరోనా వైరస్‌ సెగ రాష్ట్రపతి భవన్‌ వరకూ తాకింది.
0,దీంతో అధికారులు ముందుజాగ్రత్తగా రాష్ట్రపతిభవన్‌ క్వార్టర్స్‌లో నివాసం ఉంటున్న 115 కుటుంబాలను దిగ్బంధించారు. 
0, రాష్ట్రపతి భవన్‌లో పనిచేస్తున్న ఓ పారిశుద్ధ్య కార్మికుడి బంధువుకు కరోనా సోకినట్టు తేలింది. 
0,ఎవరూ బయటికి రావొద్దని ఆదేశాలు జారీ చేశారు.
1, దాదాపు 500 మంది స్వీయ నిర్బంధంలో ఉన్నట్టు సమాచారం. 
1,దాదాపు 330 ఎకరాల్లో విస్తరించిన రాష్ట్రపతి భవన్‌లో దాదాపు వెయ్యి కుటుంబాలు నివాసం ఉంటున్నాయి. 
0,వీరంతా వివిధ విభాగాల్లో విధులు నిర్వర్తిస్తున్నారు. 
0,సెంట్రల్‌ ఢిల్లీకి చెందిన ఓ మహిళ కరోనా చికిత్స పొందుతూ ఈ నెల 13న బీఎల్‌కపూర్‌ హాస్పిటల్‌లో మరణించారు. 
0,ఆమె బంధువుకు కూడా ఇటీవల వైరస్‌ సోకినట్టు నిర్ధారణ అయ్యింది. 
1,ఈ నేపథ్యంలో అధికారులు వారు ఇటీవల ఎవరెవరిని కలిశారో ఆరా తీశారు.
0, ఆ జాబితాలో రాష్ట్రపతి భవన్‌కు చెందిన పారిశుద్ధ్య కార్మికుడు ఉన్నట్టు తేలింది.
0," దీంతో అధికారులు ఈ నెల 16న అతడి ఇంటిని సీజ్‌చేసి, కుటుంబసభ్యులను మందిర్‌ మార్గ్‌లోని క్వారంటైన్‌ కేంద్రానికి తరలించారు. "
0,ముందు జాగ్రత్తగా ఆ కార్మికుడి ఇంటి దగ్గర్లోని 115 కుటుంబాలను నిర్బంధించారు. 
1,"రాష్ట్రపతి భవన్‌లోని ఉద్యోగులను, వారి కుటుంబ సభ్యులందరినీ పరీక్షించామని, వారెవరికీ వైరస్‌ సోకలేదని అధికారులు చెప్పారు."
0,సియోల్‌/ప్యాంగ్యాంగ్‌: ఉత్తర కొరియా అధినేత కిమ్‌ జాంగ్‌ ఉన్‌ ఆరోగ్య పరిస్థితి క్షీణించిందా? 
0,ఇటీవల జరిగిన గుండె శస్త్ర చికిత్స అనంతరం ఆయన ఆరోగ్య పరిస్థితి విషమంగా మారిందా? 
0,అమెరికాకు చెందిన ప్రముఖ మీడియా సంస్థ సీఎన్‌ఎన్‌తో పాటు మరికొన్ని నివేదికలు వెల్లడించిన కథనాలు ఈ వాదనకు బలాన్ని చేకూరుస్తున్నాయి.
0," కిమ్‌ తాతయ్య, ఉత్తర కొరియా నిర్మాతగా పేరుగాంచిన కిమ్‌ ఇల్‌ సంగ్‌ జయంతి వేడుకలు ఈ నెల 15న జరిగాయి"
0,. ఉత్తర కొరియాలో అత్యంత ప్రముఖంగా భావించే ఈ కార్యక్రమానికి కిమ్‌ గైర్హాజరయ్యారు. 
0,అప్పటి నుంచి ఆయన ఆరోగ్య పరిస్థితిపై రకరకాల వార్తలు గుప్పుమన్నాయి
0,. కివ్‌ు ఆరోగ్యపరిస్థితి విషమంగా ఉన్నట్టు ఓ అమెరికా ఉన్నతాధికారి చెప్పారని సీఎన్‌ఎన్‌ తెలిపింది.
0,".  మరోవైపు, తమ అధ్యక్షుడి ఆరోగ్యంపై వస్తున్న వార్తలను ఉత్తరకొరియా తోసిపుచ్చింది. "
0," కాగా, కిమ్‌ ఆరోగ్యానికి సంబంధించి  ఎలాంటి సమాచారం లేదని దక్షిణ కొరియా తెలిపింది"
0,కిమ్‌ గైర్హాజరుకు రకరకాల కారణాలను ఊహించటం అసమంజసమని ప్రకటించింది.
1, గుండెకు శస్త్ర చికిత్స తర్వాత కిమ్‌ కోలుకుంటున్నారని ఉత్తర కొరియా ఆన్‌లైన్‌ న్యూస్‌ పేపర్‌ ‘డైలీ ఎన్‌కే’ పేర్కొంది.
0,మూలుగుతున్న నక్కపై తాటికాయ పడ్డట్టు’.
0,". అసలే కరోనా వల్ల విధించిన లాక్‌డౌన్‌ కారణంగా వేతనాల కోత, ఉద్యోగాలు కోల్పోవడం వంటి వాటితో ఇబ్బందులు పడుతున్న ప్రజలకు బ్యాంకులు మరో షాక్‌ ఇస్తున్నాయి. "
0,"ఇప్పటివరకూ వినియోగదారులకు ఇచ్చిన క్రెడిట్‌ కార్డు, వ్యక్తిగత రుణాల పరిమితుల్లో కోతను విధిస్తున్నాయి. "
0,కరోనా నేపథ్యంలో విధించిన లాక్‌డౌన్‌తో ఆర్థిక వ్యవస్థ ఒడిదుడుకులను ఎదుర్కొంటున్నది. 
0,"ఈ ప్రభావం తమపై పడుతుందని భావించిన పలు బ్యాంకులు ఈ చర్యలకు పూనుకోగా, ఖాతాదారులు, "
0,వ్యాపారులకు శరాఘాతంగా పరిణమిస్తున్నాయి. 
0,తమ బ్యాంకు శాఖల్లోని దాదాపు 2 లక్షల కస్టమర్ల క్రెడిట్‌ కార్డు పరిమితిని 
1,దేశంలోని క్రెడిట్‌ కార్డుల్లో 12.6 శాతం ఈ బ్యాంకుకు చెందినవే. 
0,"గతంలో తన క్రెడిట్‌ పరిమితి రూ.5 లక్షలుగా ఉండేదని, "
0,ఇప్పుడు దాన్ని రూ. 50వేలకే పరిమితం చేశారని ముంబై కి చెందిన ఓవినియోగదారుడు వాపోయారు
1,పారదర్శకంగా కరోనా వైరస్‌ ర్యాపిడ్‌ కిట్ల కొనుగోళ్లకు సంబంధించిన డాక్యుమెంట్లను ఏపీ ప్రభుత్వం సోమవారం విడుదల చేసింది.
1,తల్లికి పుట్టిన రోజు శుభాకాంక్షలు తెలిపిన మహేష్‌
1,ఈ సందర్భంగా మహేష్‌ తన తల్లికి పుట్టిన రోజు శుభాకాంక్షలు తెలిపారు.
1,ఈ మేరకు తల్లితో దిగిన ఫోటోను సోషల్‌ మీడియాలో షేర్‌ చేశారు. 
1,‘‘ఏప్రిల్‌ 20. నా జీవితంలో అత్యంత ప్రత్యేకమైన రోజు. ఈ రోజు అమ్మ పుట్టినరోజు
1,కాగా మహేష్‌ తల్లి ఇందిర బయట కనిపించడం చాలా అరుదు. ఇందిర కృష్ణకు మేన మరదలు
0,1961లో వీరి వివాహం జరిగింది. 
1,ఈ దంపతులకు ఇద్దరు కొడుకులు ముగ్గురు కుమార్తెలు. అయితే కొంత కాలానికి కృష్ణ..
0,విజయ నిర్మలను వివాహం చేసుకున్నప్పటికీ మొదటి భార్య ఇందిరాను ఏ లోటు లేకుండా చూసుకుంటున్నారు
0,మీరు వ్యక్తం చేసే అభిప్రాయాలను ఎడిటోరియల్ టీమ్ పరిశీలిస్తుంది
0,"*అసంబద్ధమైన, వ్యక్తిగతమైన, కించపరిచే రీతిలో ఉన్న కామెంట్స్ ప్రచురించలేం, "
1,*ఫేక్ ఐడీలతో పంపించే కామెంట్స్ తిరస్కరించబడతాయి
0,వాస్తవమైన ఈమెయిల్ ఐడీలతో అభిప్రాయాలను వ్యక్తీకరించాలని మనవి
1,ఆరేళ్ల క్రితం ప్రారంభమైన ఎస్‌టిఎక్స్ సంస్థ 'హస్ట్లర్స్'
1,బ్యాడ్మామ్స్ లాంటి 34 సినిమాలను నిర్మించింది.  మొత్తం 1.5 బిలియన్‌ డాలర్లను వసూలు చేసి బ్లాక్ బ్లస్టర్ సినిమాలుగా నిలవడం విశేషం
1,11 సంవత్సరాల క్రితం పబ్లిక్ లిమిటెడ్ కంపెనీగా ఉన్న ఏరోస్ ఇంటర్నేషనల్ మీడియా లిమిటెడ్ 
0," కాలంలో కొత్త అవతారాన్ని దాల్చింది. బద్లాపూర్,"
1,"బజరంగీ భైజాన్, బాజీరావ్ మస్తానీ వంటి చిత్రాలను నిర్మించిన ఏరోస్ ఇంటర్నేషనల్,"
1, ఇప్పుడు న్యూయార్క్ స్టాక్ ఎక్స్ఛేంజ్లో హాలీవుడ్ కంపెనీతో కలిసి ఈరోస్ ఎస్టీఎక్స్ గ్లోబల్ కార్పొరేషన్  పేరుతో గ్లోబల్ సంస్థగా  అవతరించింది
1, అలాగే రెండు కంపెనీల విలీనం తరువాత కంపెనీ ఫౌండర్ ప్రస్తుత సీఈఓ కిషోర్ లుల్లాఎగ్జిక్యూటివ్ కో-చైర్మన్‌గా
1,ఎస్‌టిఎక్స్‌ సహ వ్యవస్థాపకుడు రాబర్ట్ సిమండ్స్ కొత్త కంపెనీకి సీఈఓగా వ్యవహరించనున్నారు.
1,ఎస్‌టిఎక్స్‌ సహ వ్యవస్థాపకుడు రాబర్ట్ సిమండ్స్ కొత్త కంపెనీకి సీఈఓగా వ్యవహరించనున్నారు.
0,ఈ మహమ్మారితో సినిమా నిర్మాణ రంగం మొత్తం మూతపడింది.
1,ఈ సమయంలో ఒక బిలియన్‌ డాలర్ల వాల్యుయేషన్‌తో కొత్త సంస్థను సృష్టిస్తున్నాం
0," ఏరోస్‌, ఎస్‌టీఎక్స్‌ విలీన సంస్థలో ప్రస్తుత వాటాదారులు 42శాతం వాటాను కలిగివుంటారు"
1, డిజిటల్ కంటెంట్ కోసం ఉపయోగిస్తామని తెలిపారు.ఇప్పటికే 75 మిలియన్ డాలర్లకు పైగా అందుకున్నామని
0, జూన్ చివరి నాటికి  ఈ డీల్ పూర్తి చేయాలని లక్ష్యంగా పెట్టుకున్నట్లు చెప్పారు.
0, జూన్ చివరి నాటికి  ఈ డీల్ పూర్తి చేయాలని లక్ష్యంగా పెట్టుకున్నట్లు చెప్పారు.
0,"అగ్రరాజ్యం అమెరికా సహా ఇటలీ, స్పెయిన్‌, ఫ్రాన్స్‌ వంటి దేశాలపై కరాళ నృత్యం చేస్తోంది"
0,"కరోనా విజృంభణ నేపథ్యంలో ఇప్పటికే లాక్‌డౌన్‌లో ఉన్న ఫ్రాన్స్‌లో ఆదివారం నాటికి 19,718 కరోనా మరణాలు సంభవించగా"
0, దాదాపు లక్షన్నర మంది ప్రాణాంతక వైరస్‌ బారిన పడ్డారు
1,ఈ నేపథ్యంలో కరోనా తీవ్రత దృష్ట్యా మే 11 వరకు లాక్‌డౌన్‌ను పొడిగిస్తూ ఆ దేశ అధ్యక్షుడు ఇమాన్యుయేల్‌ మాక్రాన్‌ నిర్ణయం తీసుకున్నారు
0,ఈ విషయం గురించి ఓ అధికారి మాట్లాడుతూ.. రాజధానిలో వివిధ ప్రాంతాల నుంచి 27 నీటి నమూనాలను పరీక్షించగా.. 
0,అందులో నాలుగింటిలో వైరస్‌కు సంబంధించిన సూక్ష్మ ఆనవాళ్లను తమ లాబొరేటరీ గుర్తించిందని తెలిపారు.
0,"ఈ నీటిని పార్కులు, వీధులను శుభ్రం చేసేందుకు మాత్రమే ఉపయోగిస్తామని."
0,తాగునీటి సరఫరాకు ప్రత్యేక వ్యవస్థ ఉందని స్పష్టం చేశారు
0,ఇప్పటికే నాన్‌- పాటబుల్‌ వాటర్‌ సప్లై నిలిపివేశామని..
0,కాబట్టి ఎవరూ ఆందోళన చెందాల్సిన పనిలేదని పేర్కొన్నారు.
1,"కాగా సీనీ నది, ఆర్క్యూ కెనాల్‌ నుంచి సేకరించిన నీటిని ఫౌంటేన్స్‌ నిర్వహణ, పబ్లిక్‌ పార్కుల్లో పచ్చదనం పెంచడం కోసం ఉపయోగిస్తున్నారు"
1,అయితే ఈ నీటిలోకి కరోనా ఆనవాళ్లు ఎలా వచ్చాయోనన్న విషయం అర్థం కావడం లేదని అధికారులు తెలిపారు
1,"ఇప్పటికే పైపుల ద్వారా సరఫరా చేసిన నీటి వల్ల ప్రమాదం పొంచి ఉందా లేదా అన్న విషయాలను, ప్రమాద తీవ్రతను విశ్లేషిస్తున్నామని పేర్కొన్నారు"
0,నగరంలో ఆదివారం కొత్తగా మరో 38 కరోనా పాజిటివ్‌ కేసులు నమోదయ్యాయి
0,ప్రస్తుత యాక్టివ్‌ పాజిటివ్‌ కేసుల సంఖ్య 355కు చేరింది.
0,"ఇదిలా ఉంటే ఇప్పటి వరకు గ్రేటర్‌ హైదరాబాద్‌ పరిధిలో మొత్తం 500 పాజిటివ్‌ కేసులు నమోదు కాగా, "
0,వీరిలో ఇప్పటికే 131 మంది కోలుకుని ఆస్పత్రి నుంచి డిశ్చార్జి అయ్యారు. 16 మంది మృతి చెందారు. 
0,శనివారం చిక్కడపల్లి పోలీస్‌స్టేషన్‌లో విధులు నిర్వహిస్తున్న మునగనూర్‌కు చెందిన ఓ కానిస్టేబుల్‌కు కరోనా పాజిటివ్‌ నిర్ధారణ కాగా
0,తాజాగా ఇదే పోలీస్టేషన్‌లో పని చేస్తున్న రాంనగర్‌కు చెందిన మరో కానిస్టేబుల్‌కు పాజిటివ్‌ వచ్చింది.
0,దీంతో వైద్య వర్గాల్లోనే కాదు అటు పోలీసు వర్గాల్లోనూ ఆందోళన మొదలైంది. 
0, నాంపల్లికి చెందిన స్విగ్గీబాయ్‌కి కూడా పాజిటివ్‌ వచ్చింది
0," ఇప్పటి వరకు మర్కజ్,"
0, దాని అనుబంధ కేసులు వెలుగు చూడగా
1, తాజాగా ఏ కాంటాక్ట్‌ లేని వారిలోనూ వైరస్‌ ఉన్నట్లు నిర్థారణ అవుతుండటం ఆందోళన కలిగిస్తుంది.
0," ప్రస్తుతం గాంధీలో 650 కేసులు ఉండగా, వీటిలో 550పైగా పాజిటివ్‌ కేసులు ఉన్నాయి. "
0,"వీరిలో 50 మంది 14 ఏళ్లలోపు చిన్నారులు, నలుగురు గర్భిణులు ఉన్నారు"
1, వీరిలో సుమారు 30 మంది పూర్తిగా కోలుకున్నట్లు తెలిసింది
1, సోమవారం వీరందరినీ డిశ్చార్జ్‌ చేసే అవకాశం ఉంది.
0,ఎ ర్రగడ్డ ఛాతి ఆస్పత్రిలో ప్రస్తుతం 14 పాజిటివ్‌ కేసులు ఉం డగా
0,", మరో 30 మంది కరోనా అనుమానిత లక్షణాలతో బాధపడుతున్న వారు ఉన్నారు. కొత్తగా 15 మంది అడ్మిట్‌ కాగా"
0,నలుగురు డిశ్చార్జి అయ్యారు.  ఇక ఫీవర్‌లో 27 మంది అనుమానితులు ఉన్నారు.  
0,చిక్కడపల్లి పోలీస్‌స్టేషన్‌లో విధులు నిర్వహిస్తున్న ఇద్దరు కానిస్టేబుళ్లకు కరోనా పరీక్షల్లో పాజిటివ్‌గా నిర్ధారణ అయ్యింది
0, రెండు రోజుల క్రితం ఓ కానిస్టేబుల్‌కు కరోనా పాజిటివ్‌ నిర్ధారణ కాగా తాజాగా కంటైన్‌మెంట్‌ దగ్గర విధులు నిర్వహిస్తున్న మరో కానిస్టేబుల్‌కు కరోనా పాజిటివ్‌గా తేలడంతో గాంధీ ఆస్పత్రికి తరలించారు.
0,vదీంతో చిక్కడపల్లి పోలీస్‌స్టేషన్‌లో విధులు నిర్వహిస్తున్న మరో ఐదుగురు కానిస్టేబుళ్లను
1,"అలాగే రాంనగర్‌ పోచమ్మ టెంపుల్‌ సమీపంలో నివసించే భార్య, ఇద్దరు పిల్లలు, "
1,"వాచ్‌మెన్, ఇరుగు పొరుగువారిని మొత్తం 14 మందిని ఆదివారం రామంతాపూర్‌లోని హోమియో ఆస్పత్రిలో ఏర్పాటు చేసిన క్వారంటైన్‌ కేంద్రానికి తరలించారు."
1,". దీంతో ముషీరాబాద్‌ నియోజకవర్గంలో కరోనా వైరస్‌ సోకినవారి జాబితా 10కి చేరగా, అందులో నలుగురు డిశ్చార్జ్‌ కాగా, ఆరుగురు చికిత్స పొందుతున్నారు. "
0,నాంపల్లి: స్విగ్గీ డెలివరీ బాయ్‌కు కరోనా పాజిటివ్‌ వచ్చింది
0, కరోనా లక్షణాలతో బాధపడుతున్న యువకుడికి వైద్యులు పరీక్షలు నిర్వహించగా పాజిటి వచ్చినట్లుగా తెలిసింది.
1,బాధితుడు నాంపల్లిలోని రెడ్‌హిల్స్‌కు చెందిన 20 సంవత్సరాల యువకుడిగా గుర్తించారు. అతడితో పాటు అతడి కుటుంబ సభ్యులను క్వారంటైన్‌కు తరలించారు. 
1,ఈ మధ్యకాలంలో ఎవరెవరికి ఫుడ్‌ డెలివరీ చేశాడో తెలుసుకునే పనిలో అధికారులు నిమగ్నమయ్యారు. 
